company,code,hotel,price,location,run_date,checkin,checkout,address
Government Rate,GOV,Sheraton Inner Harbor Hotel,137,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"300 South Charles Street Baltimore, Maryland 21201"
Government Rate,GOV,Residence Inn Greenbelt,129,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"6320 Golden Triangle Drive Greenbelt, Maryland 20770"
Government Rate,GOV,Courtyard Greenbelt,99,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"6301 Golden Triangle Drive Greenbelt, Maryland 20770"
Government Rate,GOV,Delta Hotels Baltimore Inner Harbor,119,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"1 East Redwood Street Baltimore, Maryland 21202"
Government Rate,GOV,Residence Inn Baltimore Downtown/ Inner Harbor,102,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"17 Light Street Baltimore, Maryland 21202"
Government Rate,GOV,SpringHill Suites Baltimore Downtown/Inner Harbor,89,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"120 East Redwood Street Baltimore, Maryland 21202"
Government Rate,GOV,Renaissance Baltimore Harborplace Hotel,137,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"202 East Pratt Street Baltimore, Maryland 21202"
Government Rate,GOV,Courtyard Baltimore Downtown/McHenry Row,92,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"1803 Porter Street Baltimore, Maryland 21230"
Government Rate,GOV,Residence Inn Baltimore Owings Mills,Rate Unavailable,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"10620 Red Run Boulevard Owings Mills, Maryland 21117"
Government Rate,GOV,Baltimore Marriott Waterfront,137,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"700 Aliceanna Street Baltimore, Maryland 21202"
Government Rate,GOV,Fairfield Inn & Suites Baltimore Downtown/Inner Harbor,94,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"101 S. President Street Baltimore, Maryland 21202"
Government Rate,GOV,Courtyard Baltimore Downtown/Inner Harbor,137,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"1000 Aliceanna Street Baltimore, Maryland 21202"
Government Rate,GOV,Delta Hotels Baltimore North,101,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"5100 Falls Road Baltimore, Maryland 21210"
IBM,IBM,SpringHill Suites Columbia,118,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"7055 Minstrel Way Columbia, Maryland 21046"
IBM,IBM,Courtyard Columbia,76,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"8910 Stanford Boulevard Columbia, Maryland 21045"
IBM,IBM,Residence Inn Columbia,135,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"4950 Beaver Run Ellicott City, Maryland 21043"
IBM,IBM,Residence Inn Fulton at Maple Lawn,152,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"11800 West Market Place Fulton, Maryland 20759"
IBM,IBM,TownePlace Suites Fort Meade National Business Park,118,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"120 National Business Parkway Annapolis Junction, Maryland 20701"
IBM,IBM,Courtyard Fort Meade BWI Business District,79,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"2700 Hercules Road Annapolis Junction, Maryland 20701"
IBM,IBM,TownePlace Suites Arundel Mills BWI Airport,101,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"7021 Arundel Mills Circle Hanover, Maryland 21076"
IBM,IBM,Residence Inn Arundel Mills BWI Airport,110,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"7035 Arundel Mills Circle Hanover, Maryland 21076"
IBM,IBM,Element Arundel Mills BWI Airport,135,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"7522 Teague Road Hanover, Maryland 21076"
IBM,IBM,Aloft Arundel Mills BWI Airport,110,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"7520 Teague Road Hanover, Maryland 21076"
IBM,IBM,SpringHill Suites Arundel Mills BWI Airport,84,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"7544 Teague Road Hanover, Maryland 21076"
IBM,IBM,Fairfield Inn & Suites Arundel Mills BWI Airport,118,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"7539 Teague Road Hanover, Maryland 21076"
IBM,IBM,Fairfield Inn Laurel,101,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"13700 Baltimore Avenue Laurel, Maryland 20707"
IBM,IBM,Sheraton Baltimore Washington Airport Hotel - BWI,89,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"1100 Old Elkridge Landing Road Linthicum Heights, Maryland 21090"
IBM,IBM,The Westin Baltimore Washington Airport - BWI,90,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"1110 Old Elkridge Landing Road Linthicum Heights, Maryland 21090"
IBM,IBM,SpringHill Suites Baltimore BWI Airport,80,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"899 Elkridge Landing Road Linthicum, Maryland 21090"
IBM,IBM,BWI Airport Marriott,111,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"1743 West Nursery Road Linthicum, Maryland 21090"
IBM,IBM,Courtyard Baltimore BWI Airport,80,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"1671 West Nursery Road Linthicum, Maryland 21090"
IBM,IBM,Fairfield Inn & Suites Baltimore BWI Airport,93,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"1020 Andover Road Linthicum Heights, Maryland 21090"
IBM,IBM,Residence Inn Baltimore BWI Airport,101,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"1160 Winterson Road Linthicum, Maryland 21090"
IBM,IBM,Aloft BWI Baltimore Washington International Airport,80,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"1741 West Nursery Road Linthicum, Maryland 21090"
IBM,IBM,TownePlace Suites Baltimore BWI Airport,101,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"1171 Winterson Road Linthicum, Maryland 21090"
IBM,IBM,Courtyard Silver Spring North/White Oak,84,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"12521 Prosperity Drive Silver Spring, Maryland 20904"
IBM,IBM,Sheraton College Park North Hotel,Rate Unavailable,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"4095 Powder Mill Road Beltsville, Maryland 20705"
IBM,IBM,Residence Inn Silver Spring,144,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"12000 Plum Orchard Drive Silver Spring, Maryland 20904"
IBM,IBM,TownePlace Suites College Park,101,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"9620 Baltimore Avenue College Park, Maryland 20740"
IBM,IBM,Baltimore Marriott Inner Harbor at Camden Yards,152,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"110 South Eutaw Street Baltimore, Maryland 21201"
IBM,IBM,Sheraton Inner Harbor Hotel,118,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"300 South Charles Street Baltimore, Maryland 21201"
IBM,IBM,Residence Inn Greenbelt,110,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"6320 Golden Triangle Drive Greenbelt, Maryland 20770"
IBM,IBM,Courtyard Greenbelt,84,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"6301 Golden Triangle Drive Greenbelt, Maryland 20770"
IBM,IBM,Delta Hotels Baltimore Inner Harbor,135,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"1 East Redwood Street Baltimore, Maryland 21202"
IBM,IBM,Residence Inn Baltimore Downtown/ Inner Harbor,88,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"17 Light Street Baltimore, Maryland 21202"
IBM,IBM,SpringHill Suites Baltimore Downtown/Inner Harbor,76,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"120 East Redwood Street Baltimore, Maryland 21202"
IBM,IBM,Renaissance Baltimore Harborplace Hotel,145,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"202 East Pratt Street Baltimore, Maryland 21202"
IBM,IBM,Courtyard Baltimore Downtown/McHenry Row,97,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"1803 Porter Street Baltimore, Maryland 21230"
IBM,IBM,Residence Inn Baltimore Owings Mills,169,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"10620 Red Run Boulevard Owings Mills, Maryland 21117"
IBM,IBM,Baltimore Marriott Waterfront,159,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"700 Aliceanna Street Baltimore, Maryland 21202"
IBM,IBM,Fairfield Inn & Suites Baltimore Downtown/Inner Harbor,84,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"101 S. President Street Baltimore, Maryland 21202"
IBM,IBM,Courtyard Baltimore Downtown/Inner Harbor,127,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"1000 Aliceanna Street Baltimore, Maryland 21202"
IBM,IBM,Delta Hotels Baltimore North,144,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"5100 Falls Road Baltimore, Maryland 21210"
Intel,INL,SpringHill Suites Columbia,125,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"7055 Minstrel Way Columbia, Maryland 21046"
Intel,INL,Courtyard Columbia,80,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"8910 Stanford Boulevard Columbia, Maryland 21045"
Intel,INL,Residence Inn Columbia,143,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"4950 Beaver Run Ellicott City, Maryland 21043"
Intel,INL,Residence Inn Fulton at Maple Lawn,161,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"11800 West Market Place Fulton, Maryland 20759"
Intel,INL,TownePlace Suites Fort Meade National Business Park,125,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"120 National Business Parkway Annapolis Junction, Maryland 20701"
Intel,INL,Courtyard Fort Meade BWI Business District,89,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"2700 Hercules Road Annapolis Junction, Maryland 20701"
Intel,INL,TownePlace Suites Arundel Mills BWI Airport,107,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"7021 Arundel Mills Circle Hanover, Maryland 21076"
Intel,INL,Residence Inn Arundel Mills BWI Airport,116,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"7035 Arundel Mills Circle Hanover, Maryland 21076"
Intel,INL,Element Arundel Mills BWI Airport,143,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"7522 Teague Road Hanover, Maryland 21076"
Intel,INL,Aloft Arundel Mills BWI Airport,116,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"7520 Teague Road Hanover, Maryland 21076"
Intel,INL,SpringHill Suites Arundel Mills BWI Airport,89,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"7544 Teague Road Hanover, Maryland 21076"
Intel,INL,Fairfield Inn & Suites Arundel Mills BWI Airport,125,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"7539 Teague Road Hanover, Maryland 21076"
Intel,INL,Fairfield Inn Laurel,107,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"13700 Baltimore Avenue Laurel, Maryland 20707"
Intel,INL,Sheraton Baltimore Washington Airport Hotel - BWI,95,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"1100 Old Elkridge Landing Road Linthicum Heights, Maryland 21090"
Intel,INL,The Westin Baltimore Washington Airport - BWI,116,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"1110 Old Elkridge Landing Road Linthicum Heights, Maryland 21090"
Intel,INL,SpringHill Suites Baltimore BWI Airport,85,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"899 Elkridge Landing Road Linthicum, Maryland 21090"
Intel,INL,BWI Airport Marriott,125,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"1743 West Nursery Road Linthicum, Maryland 21090"
Intel,INL,Courtyard Baltimore BWI Airport,85,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"1671 West Nursery Road Linthicum, Maryland 21090"
Intel,INL,Fairfield Inn & Suites Baltimore BWI Airport,98,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"1020 Andover Road Linthicum Heights, Maryland 21090"
Intel,INL,Residence Inn Baltimore BWI Airport,107,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"1160 Winterson Road Linthicum, Maryland 21090"
Intel,INL,Aloft BWI Baltimore Washington International Airport,85,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"1741 West Nursery Road Linthicum, Maryland 21090"
Intel,INL,TownePlace Suites Baltimore BWI Airport,107,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"1171 Winterson Road Linthicum, Maryland 21090"
Intel,INL,Courtyard Silver Spring North/White Oak,89,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"12521 Prosperity Drive Silver Spring, Maryland 20904"
Intel,INL,Sheraton College Park North Hotel,Rate Unavailable,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"4095 Powder Mill Road Beltsville, Maryland 20705"
Intel,INL,Residence Inn Silver Spring,152,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"12000 Plum Orchard Drive Silver Spring, Maryland 20904"
Intel,INL,TownePlace Suites College Park,107,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"9620 Baltimore Avenue College Park, Maryland 20740"
Intel,INL,Baltimore Marriott Inner Harbor at Camden Yards,161,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"110 South Eutaw Street Baltimore, Maryland 21201"
Intel,INL,Sheraton Inner Harbor Hotel,125,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"300 South Charles Street Baltimore, Maryland 21201"
Intel,INL,Residence Inn Greenbelt,116,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"6320 Golden Triangle Drive Greenbelt, Maryland 20770"
Intel,INL,Courtyard Greenbelt,89,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"6301 Golden Triangle Drive Greenbelt, Maryland 20770"
Intel,INL,Delta Hotels Baltimore Inner Harbor,152,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"1 East Redwood Street Baltimore, Maryland 21202"
Intel,INL,Residence Inn Baltimore Downtown/ Inner Harbor,94,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"17 Light Street Baltimore, Maryland 21202"
Intel,INL,SpringHill Suites Baltimore Downtown/Inner Harbor,80,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"120 East Redwood Street Baltimore, Maryland 21202"
Intel,INL,Renaissance Baltimore Harborplace Hotel,179,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"202 East Pratt Street Baltimore, Maryland 21202"
Intel,INL,Courtyard Baltimore Downtown/McHenry Row,103,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"1803 Porter Street Baltimore, Maryland 21230"
Intel,INL,Residence Inn Baltimore Owings Mills,179,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"10620 Red Run Boulevard Owings Mills, Maryland 21117"
Intel,INL,Baltimore Marriott Waterfront,179,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"700 Aliceanna Street Baltimore, Maryland 21202"
Intel,INL,Fairfield Inn & Suites Baltimore Downtown/Inner Harbor,89,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"101 S. President Street Baltimore, Maryland 21202"
Intel,INL,Courtyard Baltimore Downtown/Inner Harbor,134,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"1000 Aliceanna Street Baltimore, Maryland 21202"
Intel,INL,Delta Hotels Baltimore North,152,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"5100 Falls Road Baltimore, Maryland 21210"
JCPenney,JCP,SpringHill Suites Columbia,Rate Unavailable,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"7055 Minstrel Way Columbia, Maryland 21046"
JCPenney,JCP,Courtyard Columbia,Rate Unavailable,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"8910 Stanford Boulevard Columbia, Maryland 21045"
JCPenney,JCP,Residence Inn Columbia,Rate Unavailable,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"4950 Beaver Run Ellicott City, Maryland 21043"
JCPenney,JCP,Residence Inn Fulton at Maple Lawn,Rate Unavailable,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"11800 West Market Place Fulton, Maryland 20759"
JCPenney,JCP,TownePlace Suites Fort Meade National Business Park,Rate Unavailable,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"120 National Business Parkway Annapolis Junction, Maryland 20701"
JCPenney,JCP,Courtyard Fort Meade BWI Business District,Rate Unavailable,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"2700 Hercules Road Annapolis Junction, Maryland 20701"
JCPenney,JCP,TownePlace Suites Arundel Mills BWI Airport,Rate Unavailable,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"7021 Arundel Mills Circle Hanover, Maryland 21076"
JCPenney,JCP,Residence Inn Arundel Mills BWI Airport,Rate Unavailable,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"7035 Arundel Mills Circle Hanover, Maryland 21076"
JCPenney,JCP,Element Arundel Mills BWI Airport,Rate Unavailable,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"7522 Teague Road Hanover, Maryland 21076"
JCPenney,JCP,Aloft Arundel Mills BWI Airport,Rate Unavailable,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"7520 Teague Road Hanover, Maryland 21076"
JCPenney,JCP,SpringHill Suites Arundel Mills BWI Airport,Rate Unavailable,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"7544 Teague Road Hanover, Maryland 21076"
JCPenney,JCP,Fairfield Inn & Suites Arundel Mills BWI Airport,Rate Unavailable,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"7539 Teague Road Hanover, Maryland 21076"
JCPenney,JCP,Fairfield Inn Laurel,Rate Unavailable,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"13700 Baltimore Avenue Laurel, Maryland 20707"
JCPenney,JCP,Sheraton Baltimore Washington Airport Hotel - BWI,Rate Unavailable,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"1100 Old Elkridge Landing Road Linthicum Heights, Maryland 21090"
JCPenney,JCP,The Westin Baltimore Washington Airport - BWI,Rate Unavailable,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"1110 Old Elkridge Landing Road Linthicum Heights, Maryland 21090"
JCPenney,JCP,SpringHill Suites Baltimore BWI Airport,Rate Unavailable,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"899 Elkridge Landing Road Linthicum, Maryland 21090"
JCPenney,JCP,BWI Airport Marriott,Rate Unavailable,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"1743 West Nursery Road Linthicum, Maryland 21090"
JCPenney,JCP,Courtyard Baltimore BWI Airport,Rate Unavailable,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"1671 West Nursery Road Linthicum, Maryland 21090"
JCPenney,JCP,Fairfield Inn & Suites Baltimore BWI Airport,Rate Unavailable,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"1020 Andover Road Linthicum Heights, Maryland 21090"
JCPenney,JCP,Residence Inn Baltimore BWI Airport,Rate Unavailable,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"1160 Winterson Road Linthicum, Maryland 21090"
JCPenney,JCP,Aloft BWI Baltimore Washington International Airport,Rate Unavailable,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"1741 West Nursery Road Linthicum, Maryland 21090"
JCPenney,JCP,TownePlace Suites Baltimore BWI Airport,Rate Unavailable,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"1171 Winterson Road Linthicum, Maryland 21090"
JCPenney,JCP,Courtyard Silver Spring North/White Oak,Rate Unavailable,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"12521 Prosperity Drive Silver Spring, Maryland 20904"
JCPenney,JCP,Sheraton College Park North Hotel,Rate Unavailable,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"4095 Powder Mill Road Beltsville, Maryland 20705"
JCPenney,JCP,Residence Inn Silver Spring,Rate Unavailable,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"12000 Plum Orchard Drive Silver Spring, Maryland 20904"
JCPenney,JCP,TownePlace Suites College Park,Rate Unavailable,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"9620 Baltimore Avenue College Park, Maryland 20740"
JCPenney,JCP,Baltimore Marriott Inner Harbor at Camden Yards,Rate Unavailable,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"110 South Eutaw Street Baltimore, Maryland 21201"
JCPenney,JCP,Sheraton Inner Harbor Hotel,Rate Unavailable,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"300 South Charles Street Baltimore, Maryland 21201"
JCPenney,JCP,Residence Inn Greenbelt,Rate Unavailable,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"6320 Golden Triangle Drive Greenbelt, Maryland 20770"
JCPenney,JCP,Courtyard Greenbelt,Rate Unavailable,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"6301 Golden Triangle Drive Greenbelt, Maryland 20770"
JCPenney,JCP,Delta Hotels Baltimore Inner Harbor,Rate Unavailable,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"1 East Redwood Street Baltimore, Maryland 21202"
JCPenney,JCP,Residence Inn Baltimore Downtown/ Inner Harbor,Rate Unavailable,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"17 Light Street Baltimore, Maryland 21202"
JCPenney,JCP,SpringHill Suites Baltimore Downtown/Inner Harbor,Rate Unavailable,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"120 East Redwood Street Baltimore, Maryland 21202"
JCPenney,JCP,Renaissance Baltimore Harborplace Hotel,Rate Unavailable,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"202 East Pratt Street Baltimore, Maryland 21202"
JCPenney,JCP,Courtyard Baltimore Downtown/McHenry Row,Rate Unavailable,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"1803 Porter Street Baltimore, Maryland 21230"
JCPenney,JCP,Residence Inn Baltimore Owings Mills,Rate Unavailable,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"10620 Red Run Boulevard Owings Mills, Maryland 21117"
JCPenney,JCP,Baltimore Marriott Waterfront,Rate Unavailable,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"700 Aliceanna Street Baltimore, Maryland 21202"
JCPenney,JCP,Fairfield Inn & Suites Baltimore Downtown/Inner Harbor,Rate Unavailable,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"101 S. President Street Baltimore, Maryland 21202"
JCPenney,JCP,Courtyard Baltimore Downtown/Inner Harbor,Rate Unavailable,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"1000 Aliceanna Street Baltimore, Maryland 21202"
JCPenney,JCP,Delta Hotels Baltimore North,Rate Unavailable,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"5100 Falls Road Baltimore, Maryland 21210"
JPMorgan,JPM,SpringHill Suites Columbia,Rate Unavailable,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"7055 Minstrel Way Columbia, Maryland 21046"
JPMorgan,JPM,Courtyard Columbia,Rate Unavailable,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"8910 Stanford Boulevard Columbia, Maryland 21045"
JPMorgan,JPM,Residence Inn Columbia,Rate Unavailable,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"4950 Beaver Run Ellicott City, Maryland 21043"
JPMorgan,JPM,Residence Inn Fulton at Maple Lawn,Rate Unavailable,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"11800 West Market Place Fulton, Maryland 20759"
JPMorgan,JPM,TownePlace Suites Fort Meade National Business Park,Rate Unavailable,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"120 National Business Parkway Annapolis Junction, Maryland 20701"
JPMorgan,JPM,Courtyard Fort Meade BWI Business District,Rate Unavailable,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"2700 Hercules Road Annapolis Junction, Maryland 20701"
JPMorgan,JPM,TownePlace Suites Arundel Mills BWI Airport,Rate Unavailable,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"7021 Arundel Mills Circle Hanover, Maryland 21076"
JPMorgan,JPM,Residence Inn Arundel Mills BWI Airport,Rate Unavailable,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"7035 Arundel Mills Circle Hanover, Maryland 21076"
JPMorgan,JPM,Element Arundel Mills BWI Airport,Rate Unavailable,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"7522 Teague Road Hanover, Maryland 21076"
JPMorgan,JPM,Aloft Arundel Mills BWI Airport,Rate Unavailable,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"7520 Teague Road Hanover, Maryland 21076"
JPMorgan,JPM,SpringHill Suites Arundel Mills BWI Airport,Rate Unavailable,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"7544 Teague Road Hanover, Maryland 21076"
JPMorgan,JPM,Fairfield Inn & Suites Arundel Mills BWI Airport,Rate Unavailable,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"7539 Teague Road Hanover, Maryland 21076"
JPMorgan,JPM,Fairfield Inn Laurel,Rate Unavailable,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"13700 Baltimore Avenue Laurel, Maryland 20707"
JPMorgan,JPM,Sheraton Baltimore Washington Airport Hotel - BWI,Rate Unavailable,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"1100 Old Elkridge Landing Road Linthicum Heights, Maryland 21090"
JPMorgan,JPM,The Westin Baltimore Washington Airport - BWI,Rate Unavailable,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"1110 Old Elkridge Landing Road Linthicum Heights, Maryland 21090"
JPMorgan,JPM,SpringHill Suites Baltimore BWI Airport,Rate Unavailable,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"899 Elkridge Landing Road Linthicum, Maryland 21090"
JPMorgan,JPM,BWI Airport Marriott,Rate Unavailable,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"1743 West Nursery Road Linthicum, Maryland 21090"
JPMorgan,JPM,Courtyard Baltimore BWI Airport,Rate Unavailable,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"1671 West Nursery Road Linthicum, Maryland 21090"
JPMorgan,JPM,Fairfield Inn & Suites Baltimore BWI Airport,Rate Unavailable,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"1020 Andover Road Linthicum Heights, Maryland 21090"
JPMorgan,JPM,Residence Inn Baltimore BWI Airport,Rate Unavailable,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"1160 Winterson Road Linthicum, Maryland 21090"
JPMorgan,JPM,Aloft BWI Baltimore Washington International Airport,Rate Unavailable,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"1741 West Nursery Road Linthicum, Maryland 21090"
JPMorgan,JPM,TownePlace Suites Baltimore BWI Airport,Rate Unavailable,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"1171 Winterson Road Linthicum, Maryland 21090"
JPMorgan,JPM,Courtyard Silver Spring North/White Oak,Rate Unavailable,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"12521 Prosperity Drive Silver Spring, Maryland 20904"
JPMorgan,JPM,Sheraton College Park North Hotel,Rate Unavailable,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"4095 Powder Mill Road Beltsville, Maryland 20705"
JPMorgan,JPM,Residence Inn Silver Spring,Rate Unavailable,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"12000 Plum Orchard Drive Silver Spring, Maryland 20904"
JPMorgan,JPM,TownePlace Suites College Park,Rate Unavailable,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"9620 Baltimore Avenue College Park, Maryland 20740"
JPMorgan,JPM,Baltimore Marriott Inner Harbor at Camden Yards,Rate Unavailable,"Columbia, MD",2020-09-17,Nov 17,Nov 18,"110 South Eutaw Street Baltimore, Maryland 21201"
